ID	M7020000370735	M7020000396310	M7020000398638	M7020000402033	M7020000424934	M7020000427533	M7020000429832	M7020000469121	M7020000483425	M7020000504220	M7020000511010	M7020000532520	M7020000552326	M7020000554920	M7020000560613	M7020000565324	M7020000569619	M7020000576014	M7020000582521	M7020000593113	M7020000594021	M7020000597533	M7020000602230	M7020000609410	M7020000609939	M7020000615112	M7020000618230	M7020000618722	M7020000624229	M7020000627525	M7020000631027	M7020000634619	M7020000635115	M7020000636613	M7020000637639	M7020000637719	M7020000650318	M7020000650425	M7020000655314	M7020000658826	M7020000660010	M7020000688816	M7020000689715	M7020000692612	M7020000701829	M7020000702011	M7020000702414	M7020000707724	M7020000717918	M7020000719019	M7020000720332	M7020000721213	M7020000724028	M7020000742714	M7020000751437	M7020000765316	M7020000765530	M7020000767731	M7020000774217	M7020000777139	M7020000777317	M7020000790239	M7020000791817	M7020000807720	M7020000811123	M7020000811339	M7020000811535	M7020000811910	M7020000813727	M7020000815131	M7020000815211	M7020000815820	M7020000817922	M7020000819927	M7020000827830	M7020000828917	M7020000833434	M7020000842120	M7020000842139	M7020000846432	M7020000854013	M7020000859717	M7020000861420	M7020000861724	M7020000862534	M7020000862632	M7020000863738	M7020000866417	M7020000866927	M7020000868930	M7020000871032	M7020000874731	M7020000876431	M7020000878623	M7020000882420	M7020000886910	M7020000900134	M7020001028515	M7020001030139	M7020001030317	M7020001031118	M7020001031136	M7020001036428	M7020001048830	M7020001056538	M7020001059923	M7020001062419	M7020001069527	M7020001077233	M7020001087623	M7020001088611	M7020001090736	M7020001093925	M7020001095920	M7020001095939	M7020001098322	M7020001099230	M7020001103128	M7020001103530	M7020001105937	M7020001106120	M7020001106139	M7020001106433	M7020001111925	M7020001112717	M7020001112931	M7020001113026	M7020001114014	M7020001114829	M7020001115030	M7020001115334	M7020001116529	M7020001116814	M7020001116930	M7020001117811	M7020001118917	M7020001120129	M7020001121135	M7020001121313	M7020001121627	M7020001122910	M7020001123022	M7020001123739	M7020001124530	M7020001125410	M7020001126820	M7020001128136	M7020001129821	M7020001130027	M7020001132415	M7020001132424	M7020001132738	M7020001133717	M7020001133726	M7020001133931	M7020001135720	M7020001136530	M7020001137510	M7020001137618	M7020001141316	M7020001144238	M7020001146027	M7020001146036	M7020001146439	M7020001147131	M7020001148710	M7020001149520	M7020001154118	M7020001154922	M7020001155124	M7020001161613	M7020001161720	M7020001161936	M7020001163215	M7020001166914	M7020001167519	M7020001167626	M7020001168810	M7020001171816	M7020001175539	M7020001176017	M7020001181438	M7020001181732	M7020001183826	M7020001184233	M7020001187413	M7020001187638	M7020001188911	M7020001190132	M7020001190722	M7020001192226	M7020001192511	M7020001280338	M7020001285924	M7020001287633	M7020001292428	M7020001328431	M7020001338017	M7020001344210
k__Bacteria|p__Actinobacteria	3.13351	0.68468	1.69043	2.53964	4.20005	6.30248	2.17118	5.16033	0.88803	7.85027	0.7095	2.64648	9.71742	4.80633	0.65743	7.78185	0.29972	0.67998	1.59072	8.94758	0.9341	1.94848	6.33533	9.0192	4.55681	1.81898	0.8705	1.47091	1.36945	3.87385	1.388	1.63669	8.34241	2.31168	3.7685	0.33076	0.65138	9.41118	1.58001	6.19396	3.21474	11.3276	4.07151	0.76545	1.57928	3.86077	5.09772	5.18075	1.93159	1.27139	4.96219	2.10002	0.71262	3.66935	3.54238	0.81496	5.31155	4.79804	8.57808	0.68643	0.30263	5.00988	8.85774	1.67145	4.12763	0.99167	0.129	0.6751	0.83645	4.46254	4.91977	0.21617	11.64656	7.0198	3.26177	14.01682	2.87695	3.13041	3.18637	3.19651	0.23808	4.21245	0.44923	0.50146	0.75827	0.48229	1.53467	0.97614	0.54561	5.29841	4.37999	0.36671	0.52946	11.68354	1.84318	1.00597	10.94706	2.31207	5.11853	2.88492	1.61384	0.16278	0.81761	26.57148	1.40991	1.51739	1.88158	0.65763	1.27486	3.90635	1.07818	3.41803	5.5673	3.41209	0.66442	5.50577	4.30292	0.2204	7.22242	2.97236	11.29237	11.77056	1.1567	0.19328	8.92291	0.92544	4.24027	2.37447	2.63535	0.41266	1.30279	1.6943	2.23589	12.05982	10.00679	2.20971	2.77382	5.81999	0.31669	0.7075	1.63339	12.88155	3.12048	2.31436	0.24087	0.04908	1.388	3.40806	0.45893	9.34459	3.98243	4.91562	3.67822	2.42043	1.89419	0.19657	0.79648	1.49126	1.11601	5.86751	28.57104	1.01336	4.97806	8.28678	5.47644	1.8386	6.1377	0.59008	3.98526	0.55663	0.93256	2.16812	1.55481	10.76494	0.55678	4.72339	1.90829	1.16007	2.2393	1.13697	3.12752	9.09077	4.52655	7.19477	6.98014	6.97656	0.70715	0.50465	7.04836	1.04375	2.28809	1.9048	4.87129	3.42702	7.58249	4.66907	7.86423	0.50041	1.7648
k__Bacteria|p__Actinobacteria|c__Actinobacteria	3.13351	0.68468	1.69043	2.53964	4.20005	6.30248	2.17118	5.16033	0.88803	7.85027	0.7095	2.64648	9.71742	4.80633	0.65743	7.78185	0.29972	0.67998	1.59072	8.94758	0.9341	1.94848	6.33533	9.0192	4.55681	1.81898	0.8705	1.47091	1.36945	3.87385	1.388	1.63669	8.34241	2.31168	3.7685	0.33076	0.65138	9.41118	1.58001	6.19396	3.21474	11.3276	4.07151	0.76545	1.57928	3.86077	5.09772	5.18075	1.93159	1.27139	4.96219	2.10002	0.71262	3.66935	3.54238	0.81496	5.31155	4.79804	8.57808	0.68643	0.30263	5.00988	8.85774	1.67145	4.12763	0.99167	0.129	0.6751	0.83645	4.46254	4.91977	0.21617	11.64656	7.0198	3.26177	14.01682	2.87695	3.13041	3.18637	3.19651	0.23808	4.21245	0.44923	0.50146	0.75827	0.48229	1.53467	0.97614	0.54561	5.29841	4.37999	0.36671	0.52946	11.68354	1.84318	1.00597	10.94706	2.31207	5.11853	2.88492	1.61384	0.16278	0.81761	26.57148	1.40991	1.51739	1.88158	0.65763	1.27486	3.90635	1.07818	3.41803	5.5673	3.41209	0.66442	5.50577	4.30292	0.2204	7.22242	2.97236	11.29237	11.77056	1.1567	0.19328	8.92291	0.92544	4.24027	2.37447	2.63535	0.41266	1.30279	1.6943	2.23589	12.05982	10.00679	2.20971	2.77382	5.81999	0.31669	0.7075	1.63339	12.88155	3.12048	2.31436	0.24087	0.04908	1.388	3.40806	0.45893	9.34459	3.98243	4.91562	3.67822	2.42043	1.89419	0.19657	0.79648	1.49126	1.11601	5.86751	28.57104	1.01336	4.97806	8.28678	5.47644	1.8386	6.1377	0.59008	3.98526	0.55663	0.93256	2.16812	1.55481	10.76494	0.55678	4.72339	1.90829	1.16007	2.2393	1.13697	3.12752	9.09077	4.52655	7.19477	6.98014	6.97656	0.70715	0.50465	7.04836	1.04375	2.28809	1.9048	4.87129	3.42702	7.58249	4.66907	7.86423	0.50041	1.7648
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales	0.0	0.0	0.0	0.07784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00715	0.0	0.0	0.0	0.00203	0.0	0.02399	0.0	0.00479	0.01674	0.05649	0.0	0.05281	0.0	0.0	0.0	0.0394	0.00257	0.0	0.0	0.0	0.0	0.0	0.032	0.0	0.01064	0.0	0.0	0.00503	0.01018	0.0	0.0	0.00086	0.0	0.0	0.0	0.00876	0.0	0.0	0.01705	0.0	0.0	0.0	0.00583	0.0	0.0	0.00075	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01598	0.0	0.0	0.0	0.01807	0.0046	0.05406	0.02126	0.00693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00552	0.00795	0.0	0.0	0.01286	0.0	0.0	0.0	0.05701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03207	0.0	0.00881	0.0	0.0	0.01989	0.0	0.0	0.0	0.01204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06232	0.0	0.0	0.05415	0.0	0.0	0.0	0.0	0.0	0.02001	0.0	0.01639	0.0	0.0	0.18365	0.0	0.20637	0.0	0.0	0.0	0.01314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00137	0.0	0.0	0.02756	0.0	0.0	0.0	0.02174	0.0	0.0	0.0	0.0	0.0	0.0	0.06454	0.0	0.0	0.0012	0.05755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00215	0.0	0.0	0.004	0.01971	0.0	0.0	0.0	0.0	0.00919	0.0	0.0069	0.0	0.0	0.0	0.01404	0.0	0.01092
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00657	0.0	0.0083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027	0.0	0.0812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00657	0.0	0.0083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027	0.0	0.0812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_graevenitzii|t__Actinomyces_graevenitzii_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027	0.0	0.0812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_odontolyticus|t__Actinomyces_odontolyticus_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0027	0.0	0.0812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_viscosus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_viscosus|t__GCF_000175315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0201	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermatophilaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Dermatophilaceae|g__Dermatophilaceae_unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06232	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Micrococcaceae	0.0	0.0	0.0	0.07784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00715	0.0	0.0	0.0	0.00203	0.0	0.02399	0.0	0.00479	0.0	0.04993	0.0	0.04451	0.0	0.0	0.0	0.0394	0.00257	0.0	0.0	0.0	0.0	0.0	0.0119	0.0	0.01064	0.0	0.0	0.00503	0.01018	0.0	0.0	0.00086	0.0	0.0	0.0	0.00876	0.0	0.0	0.0	0.0	0.0	0.0	0.00583	0.0	0.0	0.00075	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01598	0.0	0.0	0.0	0.01807	0.0046	0.05406	0.0	0.00693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00552	0.00795	0.0	0.0	0.01286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03207	0.0	0.0	0.0	0.0	0.00052	0.0	0.0	0.0	0.01204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02001	0.0	0.01639	0.0	0.0	0.18095	0.0	0.12517	0.0	0.0	0.0	0.01314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00137	0.0	0.0	0.02756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.06454	0.0	0.0	0.0	0.05755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00215	0.0	0.0	0.004	0.01745	0.0	0.0	0.0	0.0	0.00919	0.0	0.0069	0.0	0.0	0.0	0.01404	0.0	0.01092
